word,meaning,pos,language_id,meaning_langauge_id,dictionary_id,created_at,updated_at
Carpenter moth ,ಬಡಗಿ ಪತಂಗ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Carpenter's level ,ಬಡಗಿಯ ಮಟ್ಟ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Carpet bed ,ಗಿಡ್ಡ ಗಿಡಗಳ ಪಾತಿ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Carpet bedding ,ರತ್ನಗಂಬಳಿಯನ್ನು ಹೋಲುವಂತೆ ಹೂಮಡಿಗಳನ್ನು ಬೆಳೆಸುವುದು,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Carpi obliques ,ಮಣಿಕಟ್ಟಿನ ಅಡ್ಡಸ್ನಾಯು,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Carpi radialis  ,ಬಹಿರ್ಮಣಿ ಬಂಧ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Carpi ulnaris  ,ಮಣಿಕಟ್ಟು-ಮೊಣೆಲುಬಿನ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Carpogonium ,ಕಾರ್ಪೊದಾನಿ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Carpography ,ಹಣ್ಣುಗಳ ವಿವರಣೆ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Carpology ,"ಫಲಶಾಸ್ತ್ರ, ಫಲರಚನಾಶಾಸ್ತ್ರ/ವಿಜ್ಞಾನ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Carpometacarpal ,"ಮುಂಗೈ ಮೇಗೈಯ, ಮಣಿಕಟ್ಟು ಮೇಗೈಯ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Carpometacarpal joint ,ಮುಂಗೈ ಮೇಗೈ ಕೀಲು/ಸಂಧಿ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Carpophore  ,ಫಲಧರ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Carpus  ,ಮಣಿಕಟ್ಟು (ಮಣಿಬಂಧ),NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Carri culture   ,ಆಡು ಸಾಕಣೆ ಅಧ್ಯಯನ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Carriculature  ,"ಮಣಿಕಟ್ಟು (ಮನುಷ್ಯನಲ್ಲಿ ಮಣಿಬಂಧ, ಕುದುರೆಯಲ್ಲಿ ಮೊಣಕಾಲು)",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Carridge ,ಪಕ್ಷಿಗಳ ನಿಂತ ಇಲ್ಲವೇ ನಡಿಗೆಯ ಭಂಗಿ/ನಿಲುವು,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Carrier  ,ವಾಹಕ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Carrier of disease  ,ರೋಗವಾಹಕ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Carrion ,ಮಾನವ/ಪ್ರಾಣಿಯ ಸತ್ತ ಕೊಳೆತ ಮಾಂಸ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Carrot  ,"ಗಜ್ಜರಿ, ಗಾಜು ಗೆಡ್ಡೆ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Carry over soil moisture ,ಬೆಳೆ ಹಂಗಾಮು ನಡುವೆ ಇಲ್ಲವೇ ಬೆಳೆನಾಟಿಗೆ ಮೊದಲು ಬೆಳೆಬೇರು ವಲಯದಲ್ಲಿನ ಸಂಗ್ರಹಿತ ನೀರು (ಉಳಿಕೆ ಮಣ್ಣು ತೇವಾಂಶ),NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Carrying capacity  ,"೧. ಒಯ್ಯುವ ಸಾಮರ್ಥ್ಯ, ೨. ಧಾರಣ ಸಾಮರ್ಥ್ಯ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Carrying vessel ,ಸಾಗುನಾಳ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cartilage ,"ಮೃದ್ವಸ್ಥಿ, ಮೆಲ್ಲೆಲುಬು, ಉಪಾಸ್ಥಿ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cartilage of ear ,ಕಿವಿಯ ಮೃದ್ವಸ್ಥಿ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cartilaginous joint ,"ಮೃದು ಎಲುಬಿನ ಸಂದು, ಮೃದ್ವಸ್ಥಿ ಕೀಲು",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Carting ,ಗಾಡಿ ಹೊಡೆಯುವಿಕೆ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Caruncle  ,"೧. ಟರ್ಕಿ ಹುಂಜದ ಕುತ್ತಿಗೆ ಮೇಲಿನ ಜೋಲುಮಾಂಸ, ೨. ಮಾಂಸಾಂಕುರ, ೩. ಮೂತ್ರನಾಳ ಕಂಡಕ, ೪. ಗರ್ಭಾಶಯದ ದಿಂಡು ೫. ಬೀಜಮುಕುಟ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Caryogamy (Karyogamy)  ,ಕೋಶ ಕೇಂದ್ರಕಲಯನ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cascade (Kengai style bonsai) ,ಚಾಚುಕಾಂಡ ತಟ್ಟೆ/ಬೋಗುಣಿ ಕೃಷಿ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Case borer ,ಕೋಶದ ಕೊರಕ ಕೀಟ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Case caterpillar ,ಚೀಲದ ಹುಳು,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Case hardening ,ಲೋಹಗಳಲ್ಲಿ ಮೇಲ್ಮೈ ಗಡಸುಗೊಳಿಸುವುದು,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Casein ,"ಕೇಸಿನ್, ಗಿಣ್ಣು, ಚೀಸ್, ಹಾಲಿನ ಸಸಾರಜನಕ ಅಂಶ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Casein grinder ,ಕೇಸಿನ್ ಅರೆಯುವ ಯಂತ್ರ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Casein milk ,ಕೇಸಿನ್ ಹಾಲು,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Casein press ,ಕೇಸಿನ್ ಒತ್ತುಯಂತ್ರ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Caseworm  ,ಗೂಡುಹುಳು,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cash tenent  ,ನಗದು ಗುತ್ತಿಗೆದಾರ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cash. crops ,"ಆರ್ಥಿಕ ಬೆಳೆ, ಲಾಭದಾಯಕ ಬೆಳೆ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cashew ,"ಗೋಡಂಬಿ, ಗೇರು",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cashew apple ,ಗೇರು/ಗೋಡಂಬಿ ಹಣ್ಣು,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Casing ,"ಹೊದಿಕೆ, ಕವಚ, ಆವರಣ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Casing pipe or tube ,ಆವರಣ ನಳಿಕೆ/ಕೊಳವೆ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cassava ,ಮರಗೆಣಸು,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cassia tora ,"ಗಂಡು ತಗಸೆ, ಚಗಚೆ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cassie flower (Scented babool) ,"ಕರಿ ಕಸ್ತೂರಿ, ಕಿರಿ ಜಾಲಿ, ಜಾಲಿ, ಕಸ್ತೂರಿ ಗೊಬ್ಬಳಿ/ಜಾಲಿ, ಕಿರಿ ಕಸ್ತೂರಿ, ಬ್ಯಾದಳ ಗಿಡ, ಸಣ್ಣಜಾಲಿ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cassytha filifonnis  ,"ಆಕಾಶಬಳ್ಳಿ, ಮಂಗನುಡಿದಾರ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cast iron ,"ಎರಕದ ಕಬ್ಬಿಣ, ಬೀಡು ಕಬ್ಬಿಣ, ತಾಂಡವಾಳ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Casting of animal ,"ಪ್ರಾಣಿ ಕೆಡವಿಕೆ, ಬೀಳಿಸುವಿಕೆ, ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Castonet  ,ಬೀಸುಬಲೆ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Castor  ,"೧. ಹರಳು, ಔಡಲ, ೨. ಕುದುರೆ ಕಾಲಿನ ಒಳ ಪಾರ್ಶ್ವದಲ್ಲಿರುವ ಕೊಂಬಿನ ಗೆಡ್ಡೆ/ಗಂತಿ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Castor capsule borer  ,ಹರಳಿನಕಾಯಿ ಕೊರೆಯುವ ಹುಳು,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Castor semilooper  ,ಹರಳುಗಿಡದ ಕೊಂಡಲಿಹುಳು,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Castor slug ,"ಲದ್ದಿಹುಳು, ಹರಳಿನ ಮಂದಗಾಮಿಹುಳು, ತುರುಚೆಹುಳು",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Castor white fly ,ಹರಳಿನ ಬಿಳಿ ನೊಣ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Castrate  ,"ಹಿಡಮಾಡು, ಬೀಜ ಒಡೆ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Castration ,"ಹಿಡ ಮಾಡುವಿಕೆ, ಬೀಜ ಒಡೆಯುವಿಕೆ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Casuarina equisetifolia ,"ಗಾಳಿಮರ, ಸರ್ವೆ ಮರ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cat face ,ಟೊಮಾಟೊ ಹಣ್ಣುಗಳ ವಿಕೃತ ರೋಗ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cat fish ,"ಆನೆಮೀನು, ಮುಂಗುಡು, ಮುರುಗೋಡು",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cat grape ,ಒಂದು ಬಗೆಯ ದ್ರಾಕ್ಷಿ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cat ion exchange ,ಧನವಿದ್ಯುದ್ವಾಹೀ ಕಣ/ಆಯಾನು ವಿನಿಮಯ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cat ion exchange capacity ,ಧನ ವಿದ್ಯುದ್ವಾಹೀ ಕಣ/ಅಯಾನು ವಿನಿಮಯ ಸಾಮರ್ಥ್ಯ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cat-ion ,"ಧನ ಆಯಾನು, ಧನ ವಿದ್ಯುದ್ವಾಹಕ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Catabolism  ,ಅಪಚಯ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Catalo  ,ಅಮೆರಿಕದ ಕಾಡೆಮ್ಮೆ ಮತ್ತು ಸಾಕಿದ ದನಗಳ ಸಂಕರ ತಳಿ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Catalysis ,"ವೇಗವರ್ಧನ ಕ್ರಿಯೆ, ವೇಗವರ್ಧನ ಸಹಾಯ, ಅನ್ಯಪರಿಣಾಮಕ ಕ್ರಿಯೆ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Catalyst ,"ವೇಗವರ್ಧಕ, ಅನ್ಯಪರಿಣಾಮಕ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Catalytic agent ,"ವೇಗವರ್ಧಕ ವಸ್ತು, ಅನ್ಯಪರಿಣಾಮಕಾರಕ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Catamaran  ,ಮರದ ತೆಪ್ಪ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cataphoresis  ,ಇಳಿಗಣೆ ಸಾಗಣೆ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cataract  ,"ಕಣ್ಣುಪೊರೆ, ಮೋತಿ ಬಿಂದು",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Catarrh  ,"ನೆಗಡಿ, ಶೀತ, ಲೋಳ್ಸುರಿಕೆ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Catarrhal fever ,ಕುರಿನೆಗಡಿ ಜ್ವರ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Catarrhal vaginal cervicitis  ,"ಲೋಳ್ಸುರಿಕೆ ಯೋನಿ, ಗರ್ಭಗೊರಳುರಿತ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Catch crop ,"ತಾತ್ಪೂರ್ತಿಕ/ತಾತ್ಕಾಲಿಕ ಬೆಳೆ, ಅಂತರ್ವರ್ತಿ ಬೆಳೆ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Catch pits ,"ತಡೆಗುಣಿಗಳು, ಮಣ್ಣನ್ನು ಹಿಡಿದಿರುವ ಗುಣಿಗಳು, ಹಿಡಿಗುಣಿ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Catchcxia ,ಕಿತ್ತಲೆಗೆ ಬರುವ ಒಂದು ಬಗೆಯ ನಂಜುರೋಗ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Catchment area  ,"ಜಲಗ್ರಾಹಿ ಕ್ಷೇತ್ರ, ಇಳಿಮೇಡು, ಜಲಾನಯನ ಪ್ರದೇಶ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Catechu  ,"ಕಾಚು, ಒಗರು",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Catena ,"ಪಂಕ್ತಿ, ಮಣ್ಣಿನ ಶ್ರೇಣಿ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Caterpillar ,"ಕಂಬಳಿ ಹುಳು, ಕ್ಯಾಟರ್‌ಪಿಲ್ಲರ್ ಪತಂಗದ ಅಥವಾ ಚಿಟ್ಟೆಯ ಮರಿ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Caterpillar transmission ,ತೆವಳು ಸಗಣೆ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Caterpillar. diesel ,ತೆವಳು ಡೀಸೆಲ್ ಯಂತ್ರ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Catgut ,"ಕುರಿ ಕರುಳು ದಾರ, ಕರುಳು ಹುರಿ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cathartic ,ವಿರೇಚಕ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Catheter ,"ಮೂತ್ರಾಪಕರ್ಷಕ ಸಾಧನ, ತೂರ್ನಳಿಕೆ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cathode ,ಋಣವಿದ್ಯುತ್ ಧೃವ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Catkin ,ಹೂತೆನೆ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Catla ,"ಕಾಟ್ಲ ಮೀನು, ದೊಡ್ಡ ಗೆಂಡೆಮೀನು",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cattarhine monkeys ,ಅಧೋಮುಖಿ ಮಂಗಗಳು,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cattle ,ದನಕರು,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cattle attendant ,"ಗೋಗಾಯಿ, ಗೋವಳ, ಗೋಪಾಲಕ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cattle chamber ,"ದನಗಳ ಕೊಟ್ಟಿಗೆ, ಹಟ್ಟಿ, ದೊಡ್ಡಿ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cattle creche fence  ,ದನಕರುಗಳನ್ನು ಪಾಲಿಸುವ ರೊಪ್ಪದ ಬೇಲಿ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cattle creche pen ,ದನಕರುಗಳನ್ನು ಪಾಲನೆಮಾಡುವ ರೊಪ್ಪ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cattle farm ,"ಗೋಕ್ಷೇತ್ರ, ದನಗಳ ಫಾರ‍್ಮ್‌‌",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cattle feed ,ಪಶು ಆಹಾರ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cattle filarid ,ದನಗಳ ಜಂತುಜೀವಿ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cattle fodder ,ದನಗಳ ಮೇವು,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cattle grid ,ದನಗಳ ತಡೆ ಚೌಕಟ್ಟು,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cattle grub  ,"ಜಾನುವಾರುಗಳ ನೊಣದ ಮರಿ, ಉಣ್ಣೆ ಹುಳು, ದನದ ಗೊಂಡೆ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cattle history ,"ದನಗಳ ಇತಿಹಾಸ, ದನಗಳ ಚಹರೆಪಟ್ಟಿ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cattle louse ,ದನಗಳ ಹೇನು,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cattle owner  ,"ಗೋಪತಿ, ಗೋಮಾಲಿಕ, ದನಗಳ ಮಾಲಿಕ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cattle plague ,ದನಗಳ ಪ್ಲೇಗ್,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cattle population  ,ಜಾನುವಾರು ಸಮಷ್ಟಿ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cattle scab ,ದನಗಜ್ಜಿ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cattle tick fever ,ದನಗಳ ನುಸಿಜ್ವರ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cattle yard report  ,ದನಗಳ ದೊಡ್ಡಿ/ಕೊಟಿಗೆ ವಿವರ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cattleya fly ,ಕ್ಯಾಟ್ಲಿ ನೊಣ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cattleya guava (straw berry) ,"ಕ್ಯಾಟ್ಲಿ ಸೀಬೆ (ಸ್ಟ್ರಾಬೆರಿ ಸಂಬಂಧಿ), ಒಂದು ಬಗೆಯ ಸೀಬೆ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Caudal ,"ಬಾಲ ಭಾಗದ, ಬಾಲದ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Caudal fin ,ಮೀನಿನ ಬಾಲದ ಈಜುರೆಕ್ಕೆ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Caudal horn ,ತುದಿಯ ಕೊಂಬು,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Caudate  ,ಬಾಲವಿರುವ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Caul  ,"ಲಸಿಕೆ ಪದರ, ಪಿಂಡಗವುಸು, ಸೆತ್ತೆ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Caulescent  ,"ದೃಶ್ಯಸ್ತಂಭಿ, ಕಾಂಡವುಳ್ಳ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cauliflower  ,ಹೂಕೋಸು,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cauliflower head  ,ಹೂಕೋಸು ಮುಡಿ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cauline ,ಕಾಂಡದ ಮೇಲೆ ಬೆಳೆಯುವ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Caulo caline ,ಒಂದು ಸಸ್ಯ ಚೋದಕ (ಕಾಂಡ ಉದ್ದವಾಗಿಸುವ),NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Causal agent ,ರೋಗಕಾರಕ ನಿಯೋಗಿ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Causative ,"ಕಾರಕ, ಕಾರಣಾರ್ಥಕ, ಪ್ರೇರಣಾರ್ಥಕ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Causative organism ,ಕಾರಣೀಕೃತ ಜೀವಿ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Caustic ,ದಾಹಕ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Caustic alkali ,ದಾಹಕಕ್ಷಾರ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Caustic soda ,ಕಾಸ್ಟಿಕ್ ಸೋಡ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cauterize ,ಕಾದಲೋಹದಿಂದ ಸುಡುವಿಕೆ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cauvery carp ,"ಮೂಗಿಹಾಳಲೆ, ಕಾವೇರಿಗೆಂಡೆ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cave cricket ,"ತೋಡು ಜೀರುವೆ, ತೋಡು ಜೀರುಂಡೆ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cave in  ,ಕುಸಿದು ಬೀಳು,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cavendish banana ,ಕ್ಯಾವೆಂಡಿಷ್ ಬಾಳೆ ತಳಿ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cavern ,"ಕುಹರ, ಗಹ್ವರ, ಗವಿಗುಳಿ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cavernoscope  ,ಪುಪ್ಪುಸಗೂಡು ದರ್ಶಕ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cavernosum ,ರಕ್ತಧರ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cavernosus  ,"ಗವಿಗಳಿಂದ ತುಂಬಿದ, ಗಹ್ವರೀಯ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Caviation  ,"ಪೊಳ್ಳಾಗುವುದು, ಕುಸಿಬೀಳುವುದು",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Caving  ,ಗವಿತೋಡುವುದು,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cavities  ,"ಮೈಪೊಳ್ಳುಗಳು, ಕುಳಿಗಳು",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cavity ,"ಕುಳಿ, ಬಿಲ, ತೂತು, ಕುಹರ, ಪೊಳ್ಳು, ಟೊಳ್ಳು ಭಾಗ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cavity wells  ,ಟೊಳ್ಳು ಬಾವಿಗಳು,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cavum tympani ,ಮಧ್ಯಕರ್ಣಗುಹಾ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cavy ,ಬಾಲರಹಿತ ದಂಶಕ ಪ್ರಭೇದ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cayenne ,ಮೆಣಸಿನಕಾಯಿ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cayenne pepper(goat pepper)  ,"ಮೆಣಸಿನ ಕಾಯಿ, ಖಾರದ ಮಾಡಿಸುವ ಕೊಯ್ತ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cayenne tick ,ಕಯನ್ನೆ ಉಣ್ಣೆ (ಕುದುರೆಗಳಲ್ಲಿ),NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Ceasarian section ,ಶಸ್ತ್ರಚಿಕಿತ್ಸೆಯ ಮೂಲಕ ಹೆರಿಗೆ ಮಾಡಿಸುವ ಕೊಯ್ತ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cease ,"ಬಿಡು ನಿಲ್ಲಿಸು, ತಡೆದಿರು",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cedar ,ದೇವವಾರು ಜಾತಿಯ/ಸೀಡರ್‌ಮರ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Ceiling law ,ನಿಯಂತ್ರಣ ಕಾಯ್ದೆ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Celery ,"ಪಚಡಿ ಸೊಪ್ಪು, ಗುಡ್ಡದ ಸೊಂಪ್ಪು, ಸೆಲರಿ ಸೊಪ್ಪು ತರಕಾರಿ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Celiac  ,ಹೊಟ್ಟೆ ಪೊಳ್ಳಿನ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cell ,"ಕೋಶ, ಕಣ, ಕೋಶಿಕಾ, ಜೀವಕೋಶ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cell body ,"ಕೋಶಶರೀರ, ಜೀವಕೋಶ ಕಾಯ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cell count ,"ಕೋಶಸಂಖ್ಯೆ, ಜೀವಾಣು ಸಂಖ್ಯೆ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cell division ,"ಕೋಶ ವಿಭಜನೆ, ಕಣ ವಿಭಜನೆ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Cell mediated immunity ,ಕೋಶಮಾಧ್ಯಮದ ರೋಗನಿರೋಧಕತೆ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
